region	chr	midPos	Nsites
(625,1071)(84150,85265)(50000,100000)	JASDQU010014364.1	75000	448	0.040661
(1072,2352)(159400,160981)(150000,200000)	JASDQU010014364.1	175000	1282	0.408401
(396,410)(327112,327137)(300000,350000)	JASDQU010014393.1	325000	16	0.072300
(436,2681)(106395,111738)(100000,150000)	JASDQU010014401.1	125000	2247	0.138736
(275,1040)(65776,66545)(50000,100000)	JASDQU010014404.1	75000	767	0.635154
(129,4857)(108465,121946)(100000,150000)	JASDQU010014418.1	125000	4730	0.380434
(339,1808)(157680,178881)(150000,200000)	JASDQU010014452.1	175000	1471	0.010012
(266,718)(68640,69172)(50000,100000)	JASDQU010014468.1	75000	454	0.028441
(580,917)(122058,141156)(100000,150000)	JASDQU010014488.1	125000	339	0.050773
(918,1365)(205906,206368)(200000,250000)	JASDQU010014488.1	225000	449	0.149857
(98,244)(100050,100305)(100000,150000)	JASDQU010014496.1	125000	148	0.561441
(454,1258)(58633,59460)(50000,100000)	JASDQU010014504.1	75000	806	0.025545
(2004,2740)(51480,52589)(50000,100000)	JASDQU010014523.1	75000	738	0.260630
(329,737)(119323,119736)(100000,150000)	JASDQU010014528.1	125000	410	0.639350
(200,1099)(247658,248688)(200000,250000)	JASDQU010014560.1	225000	901	0.103387
(1543,3186)(93698,96782)(50000,100000)	JASDQU010014564.1	75000	1645	0.200319
(553,2395)(101809,107838)(100000,150000)	JASDQU010014578.1	125000	1844	0.329746
(3151,9056)(69604,77876)(50000,100000)	JASDQU010014590.1	75000	5907	0.194387
(1056,1741)(80684,84628)(50000,100000)	JASDQU010014614.1	75000	687	0.117282
(573,605)(58471,58517)(50000,100000)	JASDQU010014637.1	75000	34	0.252000
(848,2122)(171649,179628)(150000,200000)	JASDQU010014649.1	175000	1276	0.029425
(595,882)(224424,228101)(200000,250000)	JASDQU010014658.1	225000	289	0.040476
(527,675)(72176,72386)(50000,100000)	JASDQU010014738.1	75000	150	0.036300
(1016,1810)(230235,236900)(200000,250000)	JASDQU010014755.1	225000	796	0.057836
(1811,2687)(422239,423121)(400000,450000)	JASDQU010014755.1	425000	878	0.019618
(161,276)(250000,250115)(250000,300000)	JASDQU010014760.1	275000	117	0.095590
(426,1342)(63521,65392)(50000,100000)	JASDQU010014783.1	75000	918	0.021270
(435,984)(50000,60439)(50000,100000)	JASDQU010014799.1	75000	551	0.090706
(1500,1668)(216704,216874)(200000,250000)	JASDQU010014802.1	225000	170	0.047120
(1829,2785)(131169,132132)(100000,150000)	JASDQU010014808.1	125000	958	0.011016
(389,3863)(54459,80629)(50000,100000)	JASDQU010014811.1	75000	3476	0.110978
(66,241)(81920,82095)(50000,100000)	JASDQU010014816.1	75000	177	0.135932
(3066,7760)(150000,165455)(150000,200000)	JASDQU010014828.1	175000	4696	0.211541
(455,790)(277713,278117)(250000,300000)	JASDQU010014832.1	275000	337	0.655623
(1304,1460)(117241,117453)(100000,150000)	JASDQU010014837.1	125000	158	0.105088
(399,862)(78909,96043)(50000,100000)	JASDQU010014848.1	75000	465	0.037466
(1627,1706)(98488,98571)(50000,100000)	JASDQU010014857.1	75000	81	0.008717
(82,114)(181869,181918)(150000,200000)	JASDQU010014891.1	175000	34	0.038398
(1461,1586)(81350,81508)(50000,100000)	JASDQU010014898.1	75000	127	0.089639
(675,1165)(117857,123328)(100000,150000)	JASDQU010014920.1	125000	492	-0.007452
(98,286)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	190	0.030794
(886,1056)(124927,125169)(100000,150000)	JASDQU010014962.1	125000	172	0.042675
(1406,7886)(338651,345955)(300000,350000)	JASDQU010014976.1	325000	6482	0.246203
(7887,8869)(362472,392520)(350000,400000)	JASDQU010014976.1	375000	984	0.159012
(442,3283)(67673,93486)(50000,100000)	JASDQU010025279.1	75000	2843	0.154919
(1082,1113)(112792,112842)(100000,150000)	JASDQU010026322.1	125000	33	0.187185
(385,3068)(53597,62170)(50000,100000)	JASDQU010026439.1	75000	2685	0.061019
(723,858)(111750,111891)(100000,150000)	JASDQU010026764.1	125000	137	0.022175
(1507,3187)(53211,54942)(50000,100000)	JASDQU010026955.1	75000	1682	0.373274
(2885,3394)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	511	0.741490
(227,902)(51253,51930)(50000,100000)	JASDQU010027508.1	75000	677	0.000493
(635,1504)(57764,77252)(50000,100000)	JASDQU010027586.1	75000	871	-0.000744
(160,985)(78516,79343)(50000,100000)	JASDQU010027663.1	75000	827	0.417616
(342,804)(84284,84761)(50000,100000)	JASDQU010027683.1	75000	464	0.015901
(1951,2934)(50000,51024)(50000,100000)	JASDQU010027695.1	75000	985	0.456009
(861,1011)(52053,52213)(50000,100000)	JASDQU010027878.1	75000	152	0.028907
(2109,2832)(50000,53232)(50000,100000)	JASDQU010029920.1	75000	725	0.415366
(225,469)(70984,71357)(50000,100000)	JASDQU010031406.1	75000	246	0.095555
(8323,9589)(53318,57154)(50000,100000)	JASDQU010031787.1	75000	1268	0.099239
(122,602)(53857,54338)(50000,100000)	JASDQU010031990.1	75000	482	-0.008005
(1114,4035)(50000,54552)(50000,100000)	JASDQU010096084.1	75000	2923	0.302117
(138,1481)(50000,51481)(50000,100000)	JASDQU010098651.1	75000	1345	0.156605
(5882,11389)(164613,174722)(150000,200000)	JASDQU010099703.1	175000	5509	0.145899
(120,1470)(237093,238618)(200000,250000)	JASDQU010099705.1	225000	1352	0.103019
(1471,1574)(410433,410637)(400000,450000)	JASDQU010099705.1	425000	105	0.089297
(1575,2258)(493363,494540)(450000,500000)	JASDQU010099705.1	475000	685	0.115560
(2259,2424)(882038,888143)(850000,900000)	JASDQU010099705.1	875000	167	0.031037
(947,1147)(262811,263066)(250000,300000)	JASDQU010099706.1	275000	202	0.110000
(1148,1689)(423027,448564)(400000,450000)	JASDQU010099706.1	425000	543	0.364204
(727,1032)(672141,672495)(650000,700000)	JASDQU010099713.1	675000	307	0.151315
(1033,2930)(797558,799458)(750000,800000)	JASDQU010099713.1	775000	1899	0.427236
(2931,3746)(848089,848912)(800000,850000)	JASDQU010099713.1	825000	817	0.338480
(434,1263)(408853,415067)(400000,450000)	JASDQU010099716.1	425000	831	0.148624
(1264,1544)(452154,479370)(450000,500000)	JASDQU010099716.1	475000	282	0.069826
(1545,4803)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3260	0.353018
(4804,4954)(554615,555220)(550000,600000)	JASDQU010099716.1	575000	152	0.474139
(346,871)(605508,606038)(600000,650000)	JASDQU010099717.1	625000	527	0.417618
(198,1722)(102917,138397)(100000,150000)	JASDQU010099720.1	125000	1526	0.594742
(1723,1917)(242562,242784)(200000,250000)	JASDQU010099720.1	225000	196	0.178863
(1918,8499)(257208,289814)(250000,300000)	JASDQU010099720.1	275000	6583	0.398214
(8500,10003)(311184,334184)(300000,350000)	JASDQU010099720.1	325000	1505	0.259618
(10004,10351)(597293,597718)(550000,600000)	JASDQU010099720.1	575000	349	0.026420
(10352,12934)(745869,748575)(700000,750000)	JASDQU010099720.1	725000	2584	0.544778
(111,243)(184889,185023)(150000,200000)	JASDQU010099722.1	175000	134	0.025053
(244,861)(202237,208360)(200000,250000)	JASDQU010099722.1	225000	619	0.011121
(862,1645)(743628,745633)(700000,750000)	JASDQU010099722.1	725000	785	0.273722
(1646,2371)(763126,763888)(750000,800000)	JASDQU010099722.1	775000	727	0.258424
(718,1144)(152947,153565)(150000,200000)	JASDQU010099723.1	175000	428	0.052236
(1145,1409)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	266	0.140357
(1410,1717)(299673,299980)(250000,300000)	JASDQU010099723.1	275000	309	0.017785
(1718,2147)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.073361
(282,593)(95294,95668)(50000,100000)	JASDQU010099725.1	75000	313	0.364221
(594,1476)(116403,117299)(100000,150000)	JASDQU010099725.1	125000	884	0.531482
(2012,2329)(50864,51325)(50000,100000)	JASDQU010099729.1	75000	319	0.432647
(2330,2772)(141727,142191)(100000,150000)	JASDQU010099729.1	125000	444	0.406893
(730,954)(236294,236600)(200000,250000)	JASDQU010099734.1	225000	226	0.053406
(955,1712)(264801,265562)(250000,300000)	JASDQU010099734.1	275000	759	0.127605
(1136,1145)(244637,244649)(200000,250000)	JASDQU010099735.1	225000	11	0.104555
(1146,1157)(313018,313057)(300000,350000)	JASDQU010099735.1	325000	13	0.102015
(1158,1756)(422021,422637)(400000,450000)	JASDQU010099735.1	425000	600	0.294466
(1757,1833)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	0.013503
(141,172)(284810,284849)(250000,300000)	JASDQU010099737.1	275000	33	0.071869
(173,1125)(338070,339025)(300000,350000)	JASDQU010099737.1	325000	954	0.199302
(489,3042)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2555	0.388289
(153,322)(152069,152239)(150000,200000)	JASDQU010099742.1	175000	171	0.207297
(5499,5876)(254937,255449)(250000,300000)	JASDQU010099745.1	275000	379	0.077123
(5877,6484)(337270,337882)(300000,350000)	JASDQU010099745.1	325000	609	0.074889
(6485,6788)(438286,442873)(400000,450000)	JASDQU010099745.1	425000	305	0.349998
(6789,7381)(455977,456576)(450000,500000)	JASDQU010099745.1	475000	594	0.288102
(223,1152)(366294,382130)(350000,400000)	JASDQU010099747.1	375000	931	0.136254
(632,942)(178785,179338)(150000,200000)	JASDQU010099750.1	175000	312	0.043159
(363,446)(216924,217016)(200000,250000)	JASDQU010099752.1	225000	85	0.188235
(447,986)(254065,264305)(250000,300000)	JASDQU010099752.1	275000	541	0.049829
(987,2999)(612465,614506)(600000,650000)	JASDQU010099752.1	625000	2014	0.289505
(3000,3128)(862471,862599)(850000,900000)	JASDQU010099752.1	875000	130	0.035218
(3129,3205)(941242,941325)(900000,950000)	JASDQU010099752.1	925000	78	0.453141
(680,1214)(200167,242710)(200000,250000)	JASDQU010099753.1	225000	536	0.007430
(1215,1407)(254383,254603)(250000,300000)	JASDQU010099753.1	275000	194	0.305308
(1408,2156)(494488,498779)(450000,500000)	JASDQU010099753.1	475000	750	0.226687
(2157,2901)(510319,511078)(500000,550000)	JASDQU010099753.1	525000	746	0.282744
(2902,3633)(717754,718495)(700000,750000)	JASDQU010099753.1	725000	733	0.207792
(3634,3657)(1088205,1088235)(1050000,1100000)	JASDQU010099753.1	1075000	25	0.060656
(779,1924)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1147	0.348517
(120,556)(254990,255428)(250000,300000)	JASDQU010099758.1	275000	438	0.080336
(130,449)(441694,442038)(400000,450000)	JASDQU010099759.1	425000	321	0.026392
(450,555)(470429,470560)(450000,500000)	JASDQU010099759.1	475000	107	0.203802
(556,823)(553534,554007)(550000,600000)	JASDQU010099759.1	575000	269	0.022883
(824,2039)(870626,890123)(850000,900000)	JASDQU010099759.1	875000	1217	0.165909
(1331,1467)(149242,149409)(100000,150000)	JASDQU010099761.1	125000	138	0.040854
(1468,1509)(286920,286973)(250000,300000)	JASDQU010099761.1	275000	43	0.037371
(152,225)(370651,370754)(350000,400000)	JASDQU010099762.1	375000	75	0.061002
(144,185)(178036,178082)(150000,200000)	JASDQU010099763.1	175000	43	0.509616
(186,815)(359760,374077)(350000,400000)	JASDQU010099763.1	375000	631	0.127066
(816,893)(448763,448871)(400000,450000)	JASDQU010099763.1	425000	79	0.031968
(201,399)(87103,87306)(50000,100000)	JASDQU010099769.1	75000	200	0.019274
(400,2015)(117694,120747)(100000,150000)	JASDQU010099769.1	125000	1617	0.218523
(2016,3300)(209181,239042)(200000,250000)	JASDQU010099769.1	225000	1286	0.145468
(3301,3344)(257954,258079)(250000,300000)	JASDQU010099769.1	275000	45	0.011627
(546,619)(176543,176623)(150000,200000)	JASDQU010099770.1	175000	75	0.159545
(620,1534)(408647,415974)(400000,450000)	JASDQU010099770.1	425000	916	0.048291
(1535,1836)(543643,543954)(500000,550000)	JASDQU010099770.1	525000	303	0.023062
(1837,1840)(802377,802381)(800000,850000)	JASDQU010099770.1	825000	5	0.048087
(1841,2036)(890609,890827)(850000,900000)	JASDQU010099770.1	875000	197	0.051347
(2037,2100)(921476,921594)(900000,950000)	JASDQU010099770.1	925000	65	0.076518
(2101,2245)(1000273,1000618)(1000000,1050000)	JASDQU010099770.1	1025000	146	0.049828
(565,993)(153634,154062)(150000,200000)	JASDQU010099771.1	175000	430	0.165981
(32,917)(378772,379675)(350000,400000)	JASDQU010099773.1	375000	887	0.207423
(1068,1365)(100000,100299)(100000,150000)	JASDQU010099775.1	125000	299	0.447325
(578,3263)(164748,199531)(150000,200000)	JASDQU010099776.1	175000	2687	0.409179
(3264,3475)(201087,220733)(200000,250000)	JASDQU010099776.1	225000	213	0.041898
(3476,3633)(490173,490403)(450000,500000)	JASDQU010099776.1	475000	159	0.048235
(3634,11711)(511267,528968)(500000,550000)	JASDQU010099776.1	525000	8079	0.346915
(4008,4530)(79754,80330)(50000,100000)	JASDQU010099777.1	75000	524	0.001432
(4531,4808)(426600,427055)(400000,450000)	JASDQU010099777.1	425000	279	0.274600
(966,998)(462039,462073)(450000,500000)	JASDQU010099780.1	475000	34	0.076402
(999,1114)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	117	0.089549
(1115,1211)(670678,670783)(650000,700000)	JASDQU010099780.1	675000	98	0.035332
(3,295)(193872,194296)(150000,200000)	JASDQU010099786.1	175000	294	0.391029
(1042,1048)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.029718
(1049,1057)(235626,235688)(200000,250000)	JASDQU010099791.1	225000	10	0.210522
(3923,7376)(117345,126898)(100000,150000)	JASDQU010099796.1	125000	3455	0.479734
(855,1346)(224827,225462)(200000,250000)	JASDQU010099797.1	225000	493	0.022068
(1347,1849)(358616,379862)(350000,400000)	JASDQU010099797.1	375000	504	0.029316
(230,3038)(488534,499554)(450000,500000)	JASDQU010099799.1	475000	2810	0.059849
(3039,3410)(686332,686710)(650000,700000)	JASDQU010099799.1	675000	373	0.036855
(3411,3703)(759531,792994)(750000,800000)	JASDQU010099799.1	775000	294	0.031506
(159,850)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	693	0.023921
(851,2044)(453661,457923)(450000,500000)	JASDQU010099800.1	475000	1195	-0.006963
(2045,2089)(835426,835484)(800000,850000)	JASDQU010099800.1	825000	46	0.064171
(2352,2840)(186599,187103)(150000,200000)	JASDQU010099802.1	175000	490	0.416783
(391,414)(531210,531234)(500000,550000)	JASDQU010099808.1	525000	25	0.071749
(414,477)(372919,372988)(350000,400000)	JASDQU010099814.1	375000	65	0.148290
(797,981)(369460,369649)(350000,400000)	JASDQU010099816.1	375000	186	0.097511
(829,1934)(204644,215080)(200000,250000)	JASDQU010099818.1	225000	1107	0.242438
(1935,3076)(332300,347353)(300000,350000)	JASDQU010099818.1	325000	1143	0.035914
(3077,3436)(467687,468854)(450000,500000)	JASDQU010099818.1	475000	361	0.038389
(3437,3981)(519160,522591)(500000,550000)	JASDQU010099818.1	525000	546	0.762377
(21,204)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	-0.017439
(3513,3577)(54365,54459)(50000,100000)	JASDQU010099827.1	75000	66	0.106601
(3578,4421)(148983,149835)(100000,150000)	JASDQU010099827.1	125000	845	0.020029
(4422,4548)(168116,168244)(150000,200000)	JASDQU010099827.1	175000	128	0.106806
(4549,5468)(261599,299999)(250000,300000)	JASDQU010099827.1	275000	921	0.182155
(5469,5702)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	235	0.089875
(1614,2332)(531656,532382)(500000,550000)	JASDQU010099828.1	525000	720	0.694372
(2333,2356)(846987,847022)(800000,850000)	JASDQU010099828.1	825000	25	0.115501
(2357,3329)(1162385,1163387)(1150000,1200000)	JASDQU010099828.1	1175000	974	0.621265
(3330,4157)(1296899,1297921)(1250000,1300000)	JASDQU010099828.1	1275000	829	0.022768
(4158,5546)(1540212,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1390	0.218018
(442,525)(392067,392168)(350000,400000)	JASDQU010099831.1	375000	85	0.145331
(526,1009)(407876,408373)(400000,450000)	JASDQU010099831.1	425000	485	0.326297
(110,634)(247738,248266)(200000,250000)	JASDQU010099835.1	225000	526	0.175671
(2461,3448)(228897,230721)(200000,250000)	JASDQU010099844.1	225000	989	0.257674
(3449,3876)(266800,267407)(250000,300000)	JASDQU010099844.1	275000	429	0.248910
(3877,4435)(312005,312589)(300000,350000)	JASDQU010099844.1	325000	560	0.152032
(4436,5450)(385406,386433)(350000,400000)	JASDQU010099844.1	375000	1016	0.209246
(5451,6419)(448424,449421)(400000,450000)	JASDQU010099844.1	425000	970	0.250079
(224,244)(151850,151931)(150000,200000)	JASDQU010099846.1	175000	22	0.040245
(245,1660)(328423,342325)(300000,350000)	JASDQU010099846.1	325000	1417	0.057879
(1661,2239)(389231,391831)(350000,400000)	JASDQU010099846.1	375000	580	0.037366
(2240,3096)(442559,443420)(400000,450000)	JASDQU010099846.1	425000	858	0.285053
(75,107)(53154,53211)(50000,100000)	JASDQU010099847.1	75000	34	0.019415
(108,510)(203853,204332)(200000,250000)	JASDQU010099847.1	225000	404	0.249746
(511,543)(273330,273370)(250000,300000)	JASDQU010099847.1	275000	34	0.144969
(2071,3050)(114866,115850)(100000,150000)	JASDQU010099848.1	125000	981	0.377141
(919,943)(432920,432951)(400000,450000)	JASDQU010099849.1	425000	26	0.058315
(944,1136)(480148,480394)(450000,500000)	JASDQU010099849.1	475000	194	0.542693
(1137,1694)(532794,533371)(500000,550000)	JASDQU010099849.1	525000	559	0.170510
(556,1260)(106141,106867)(100000,150000)	JASDQU010099851.1	125000	706	0.422653
(1261,1463)(235028,235236)(200000,250000)	JASDQU010099851.1	225000	204	-0.024602
(1464,1786)(279005,279357)(250000,300000)	JASDQU010099851.1	275000	324	0.051218
(3150,6493)(261003,279227)(250000,300000)	JASDQU010099852.1	275000	3345	0.210536
(6494,7908)(313409,315359)(300000,350000)	JASDQU010099852.1	325000	1416	0.370008
(7909,9863)(807938,838127)(800000,850000)	JASDQU010099852.1	825000	1956	0.262373
(9864,10151)(897174,897488)(850000,900000)	JASDQU010099852.1	875000	289	0.025442
(10152,10392)(938264,938513)(900000,950000)	JASDQU010099852.1	925000	242	0.142347
(10393,12705)(990131,992590)(950000,1000000)	JASDQU010099852.1	975000	2314	0.252730
(12706,14530)(1000716,1008284)(1000000,1050000)	JASDQU010099852.1	1025000	1826	0.322641
(386,415)(109242,109303)(100000,150000)	JASDQU010099857.1	125000	31	0.010089
(416,468)(314957,315023)(300000,350000)	JASDQU010099857.1	325000	54	0.046613
(469,810)(464859,467901)(450000,500000)	JASDQU010099857.1	475000	343	0.011532
(811,978)(561702,561902)(550000,600000)	JASDQU010099857.1	575000	169	0.038805
(979,1075)(658696,658806)(650000,700000)	JASDQU010099857.1	675000	98	0.020789
(809,977)(595134,595315)(550000,600000)	JASDQU010099858.1	575000	170	0.019751
(244,991)(190524,191284)(150000,200000)	JASDQU010099863.1	175000	749	0.520553
(992,3928)(213542,227623)(200000,250000)	JASDQU010099863.1	225000	2938	0.425086
(3929,4015)(264106,264203)(250000,300000)	JASDQU010099863.1	275000	88	0.665379
(4016,4020)(320505,320541)(300000,350000)	JASDQU010099863.1	325000	6	0.031118
(4021,4648)(411583,412223)(400000,450000)	JASDQU010099863.1	425000	629	0.073958
(4649,4650)(460894,460897)(450000,500000)	JASDQU010099863.1	475000	3	0.029395
(4651,4838)(527974,528209)(500000,550000)	JASDQU010099863.1	525000	189	-0.000917
(4839,5473)(550405,552088)(550000,600000)	JASDQU010099863.1	575000	636	0.069985
(5474,5486)(715924,715941)(700000,750000)	JASDQU010099863.1	725000	14	0.018181
(110,276)(158977,159143)(150000,200000)	JASDQU010099864.1	175000	168	0.019440
(277,455)(295747,296055)(250000,300000)	JASDQU010099864.1	275000	180	0.031693
(456,3232)(386031,388900)(350000,400000)	JASDQU010099864.1	375000	2778	0.210492
(3233,5986)(455560,493055)(450000,500000)	JASDQU010099864.1	475000	2755	0.298792
(83,895)(186991,194409)(150000,200000)	JASDQU010099868.1	175000	814	0.018346
(896,1560)(335332,337596)(300000,350000)	JASDQU010099868.1	325000	666	0.103603
(1561,4845)(352551,358859)(350000,400000)	JASDQU010099868.1	375000	3286	0.162821
(514,744)(206218,206492)(200000,250000)	JASDQU010099869.1	225000	232	0.008165
(745,814)(258429,258533)(250000,300000)	JASDQU010099869.1	275000	71	0.378417
(1393,2135)(120995,121835)(100000,150000)	JASDQU010099871.1	125000	744	0.252259
(2136,2344)(185530,185849)(150000,200000)	JASDQU010099871.1	175000	210	0.219390
(1542,1612)(119737,119819)(100000,150000)	JASDQU010099874.1	125000	72	0.410069
(1613,2688)(166398,168000)(150000,200000)	JASDQU010099874.1	175000	1077	0.498627
(2689,3024)(250790,286335)(250000,300000)	JASDQU010099874.1	275000	337	0.062773
